game,community_id,Negative,Neutral,Positive,comments,positive_pct,neutral_pct,negative_pct,users,top_terms,top_central_users
Project Sekai,215,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Gameofgnomes, @gabsscutie"
Project Sekai,216,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@Elivr-k9n, @Mystery_girl002"
Project Sekai,217,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Kotninja1000, @ZanahoriaEdible_TWICE"
Project Sekai,218,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@epsteinfn1034, @saku267"
Project Sekai,219,2.0,0.0,3.0,5.0,60.0,0.0,40.0,2,"akito, ah, ah yes, yes","@fuyoXVI, @ru1i11i"
Project Sekai,220,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@EnricoSantos-b4c, @furinafanreal"
Project Sekai,221,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@M30W-v5r, @Hello-fhdh"
Project Sekai,222,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,,"@vibraphoner, @Tombstonefvcko"
Project Sekai,223,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@uwuerowoer, @flaky-bagel"
Project Sekai,224,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Yunnsyunss, @laurameiet9082"
Project Sekai,225,2.0,2.0,0.0,4.0,0.0,50.0,50.0,2,,"@dienatalii, @_str4wb_"
Project Sekai,226,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@nagato.1007, @FunkyGamersNoob"
Project Sekai,227,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@timelyenigma, @muhdhaziq3392"
Project Sekai,228,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@samyrinha390, @parfa1ts"
Project Sekai,229,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@emiyaurr, @DivinityXx"
Project Sekai,230,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Addie-b4x, @lost.mp4259"
Project Sekai,231,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@VincentTheBored, @Danika_Aida439"
Project Sekai,232,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,minors,"@AkitoShinononononomee, @Awake_axolotls"
Project Sekai,233,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@luvxnicolee, @TheWerefolk"
Project Sekai,234,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@ゴリちゃん34, @Ka_ni02-o4w"
Project Sekai,235,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@Juniper_Jlmkms, @ilikeducks39"
Project Sekai,236,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@fennix0, @idontknowsorry4"
Project Sekai,237,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@plsplaypjsekaiwme, @iirorinuu"
Project Sekai,238,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@meowzers_twongaty, @ValStar.X"
Project Sekai,239,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@michellecarvajal9551, @Lit-Yipp"
Project Sekai,240,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,,"@SPACE_NERD14, @YoshiYT_Official"
Project Sekai,241,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Miyakochan-z6v, @-PaulThePerson-"
Project Sekai,242,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,song,"@mila_escr23, @utayama-01"
Project Sekai,243,2.0,1.0,1.0,4.0,25.0,25.0,50.0,2,,"@kurka_minorka, @MiyokaYippie"
Project Sekai,244,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@L1Z_LOLXD, @akitoyaisthebestship"
Project Sekai,245,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@KurisuSora, @namvu9355"
Project Sekai,246,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@daydreameratnight, @M3gur1n3luk4"
Project Sekai,247,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@zillypills, @Iwillmakeyoubald"
Project Sekai,248,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@em.mp3130, @mizukiisbow"
Project Sekai,249,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@gwonaaa, @mrult28"
Project Sekai,250,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ゆーと-k4q, @Fancypicture"
Project Sekai,251,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,vocaloid,"@iidogninjx, @Smol1-s1m"
Project Sekai,252,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@Bowii_lazy, @TheFanofPink"
Project Sekai,253,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@PAKKA-g7w, @IenCV02"
Project Sekai,254,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,miku's,"@Alma_ok123, @Kokichi.pantalover"
Project Sekai,255,1.0,3.0,0.0,4.0,0.0,75.0,25.0,2,note,"@theoneandonlyannie59, @Meika_Strawberry"
Project Sekai,256,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@king_hau, @Metro-P"
Project Sekai,257,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@EvilBillygrr, @kaylinelemental"
Project Sekai,258,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,"miku, tags","@xklauzyx, @Mary.jayde_mj"
Project Sekai,259,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,trans,"@L3vi2eerantz, @SkullHorse"
Project Sekai,260,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@imVenti, @ikuramu09"
Project Sekai,261,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@Maksym-b4w, @daaazzz"
Project Sekai,262,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@penelopesplaytimeofficial, @glace0909"
Project Sekai,263,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@Donutz., @manusia-c2y"
Project Sekai,264,2.0,0.0,2.0,4.0,50.0,0.0,50.0,2,"gacha, f2p","@BerryCake_b, @amizuki-y7p"
Project Sekai,265,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@kenjikennnnn, @McFurinaaaa"
Project Sekai,266,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Star_mo0n, @vtxmora"
Project Sekai,267,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,"energy, max, bonus, bonus energy","@sorbetsorbet, @MikuLeekz"
Project Sekai,268,0.0,0.0,3.0,3.0,100.0,0.0,0.0,2,"going, mizu5","@Toasterstruddle-s4w, @Dark_Every"
Project Sekai,269,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Muhleez-t4f, @benedictlopez5579"
Project Sekai,270,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,,"@markkmg4, @JimmyB768"
Project Sekai,271,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@gurnooredits4998, @lynnpuffs"
Project Sekai,272,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@Wlute, @spoon1049"
Project Sekai,273,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,"claimed, playing","@thedepresseddork, @RayGirl-yw5ye"
Project Sekai,274,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@Terapagos1024, @mil002irl"
Project Sekai,275,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,,"@dyltan, @MangInutil"
Project Sekai,276,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@もーぐ-s1x, @カイマチョコ"
Project Sekai,277,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Anarts211, @Staryanna-b3l"
Project Sekai,278,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Sophie_Games, @Poopleshnuple"
Project Sekai,279,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@あこ-z1o, @nekorashi2516"
Project Sekai,280,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@nasgor22, @elifififif"
Project Sekai,281,1.0,1.0,2.0,4.0,50.0,25.0,25.0,2,"append, memorial, memorial append","@Xx_Sese_Playz_xX, @ahmadessa8934"
Project Sekai,282,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@Ausoda, @karisthetulip"
Project Sekai,283,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@KAI_OLLER, @TwinkleSav"
Project Sekai,284,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@Ilikelawnmowers, @Mikudayooooooooooooooooo"
Project Sekai,285,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Octomonsbackupaccount, @uhhh_farts"
Project Sekai,286,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@haifaalfiyah3475, @idkSwgogh"
Project Sekai,287,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@gleebleglorpcat, @canard073"
Project Sekai,288,0.0,0.0,3.0,3.0,100.0,0.0,0.0,2,game,"@Voxelboi, @AliceLoveDoll"
Project Sekai,289,1.0,3.0,1.0,5.0,20.0,60.0,20.0,2,"js, song","@Marjorie_Sabell, @Call_Me_Carol"
Project Sekai,290,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@FlameOz.0, @satanickmybeloved12"
Project Sekai,291,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@shiro_ikumo, @lunemush7089"
Project Sekai,292,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@Muichiros_missinglefthand, @howgamin"
Project Sekai,293,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@kidkid6806, @siIentprincess"
Project Sekai,294,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,use,"@xxentillvivi, @BbyEnvy"
Project Sekai,295,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Relatable.natsuki, @shyastar"
Project Sekai,296,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@naetreats, @Alexismaria-r9j"
Project Sekai,297,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,song,"@lazyguyonearth, @obezteto"
Project Sekai,298,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,n25,"@123xyz-a, @SILLY_FRID4Y_LOVER11"
Project Sekai,299,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@ChristofTEMPEST, @turquoiseseller"
Project Sekai,300,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,game,"@QueenAlexaEunnice, @mycat_pudding"
Project Sekai,301,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Lazy_Drawer149, @himejoshiyuri"
Project Sekai,302,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@CynthiaCreamer3, @Str4wb3rry-s6m"
Project Sekai,303,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,,"@derelictsilki, @honey.z1p"
Project Sekai,304,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@jetforcesorigami5972, @Ropelli_the_kitty"
Project Sekai,305,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Doodlestimezz, @B0rnBefor3"
Project Sekai,306,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@GuiZora, @trafalgarlawtism"
Project Sekai,307,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@LaciPlaylists, @ROYALTY_HAMSTER"
Project Sekai,308,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@0ak_scribbles06, @Rolboxhehe"
Project Sekai,309,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@nerixx._k, @ハーツクライ神推し"
Project Sekai,310,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,ai,"@cake_zombiez, @miiimas"
Project Sekai,311,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Susconsumer, @Clarabowroblox"
Project Sekai,312,2.0,2.0,0.0,4.0,0.0,50.0,50.0,2,,"@sanana1, @chickenwings7116"
Project Sekai,313,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@njdzh3850, @whoops5991"
Project Sekai,314,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,tiering,"@krimzon7077, @DARKINBLADE."
Project Sekai,315,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@Dips271, @iloveyinyangii"
Project Sekai,316,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@rozelia_the_octo06, @Omori11037"
Project Sekai,317,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@dudu67943, @L_ikeMint"
Project Sekai,318,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@mayonnie37, @wisteriaaa_23"
Project Sekai,319,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,,"@YallknowZaeZae, @cristinabawet"
Project Sekai,320,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@marshmallowangelll, @Npzinhaa"
Project Sekai,321,0.0,3.0,1.0,4.0,25.0,75.0,0.0,2,lmao,"@Kasane_Pearto-pear, @Muichiro_Tokito0123"
Project Sekai,322,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@mikumikumikubeam01, @DuskCrust"
Project Sekai,323,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@M4nni0701, @SHOBHAPRASAD-v5j"
Project Sekai,324,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Tyzenfx, @r0ttenskullcrusher"
Project Sekai,325,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Claireevaxtieeeeq, @mochiiiducq"
Project Sekai,326,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@soaber, @rosy_chan283"
Project Sekai,327,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@nightmaremoonbtw, @Johndoeeeeeeeeeee-e"
Project Sekai,328,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Ocikandang_Ayam, @Jdebwjjeeb"
Project Sekai,329,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@That_Washing_Machine, @nafisa_XD"
Project Sekai,330,3.0,0.0,0.0,3.0,0.0,0.0,100.0,2,"girl, jackpot, jackpot sad, sad, sad girl","@roumeledrolin1231, @NumberAfter49PlusNumberBefore8"
Project Sekai,331,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,,"@tobenaitorinosairen, @jaxxii8775"
Project Sekai,332,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Apolly__, @leweokonamaroko---1"
Project Sekai,333,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@НазираЗиеева-ь5ю, @Katzzrcute"
Project Sekai,334,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,,"@beautymikajj7721, @ColorfulSTwo"
Project Sekai,335,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@rena_rin, @jamiesonwinston"
Project Sekai,336,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Joannaaa11111, @mango_pop01"
Project Sekai,337,3.0,0.0,1.0,4.0,25.0,0.0,75.0,2,"like, rock, it's, games, project, project sekai, sekai, really","@Stilmino, @saerenity"
Project Sekai,338,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@cosmos-explorerr, @basicallytoxic"
Project Sekai,339,1.0,2.0,1.0,4.0,25.0,50.0,25.0,2,,"@NATCHAYAKWEEHUIENMoe, @Callisto-jupiter-moon"
Project Sekai,340,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@kyuyararin, @murrVNC"
Project Sekai,341,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,"called, game, game called, hatsune, hatsune miku, miku","@theREALfishhy1888, @DumbAccount1029"
Project Sekai,342,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,,"@lex_dims, @Emiko_123"
Project Sekai,343,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@SurayaMarwasi, @dessember_holiday"
Project Sekai,344,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@schfox04, @Angelic_Lovey"
Project Sekai,345,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@MitsukiiYamamoto, @KiwiSolaire"
Project Sekai,346,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@IsabellaVelasco-dx3vg, @Ara-r3n"
Project Sekai,347,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Soloalguienenelmundo, @BunnyLux_gaming"
Project Sekai,348,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@MellonyHarbin, @BREAD-is-raw-TOAST"
Project Sekai,349,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,"hive, rhythm, rhythm hive","@staytothemidzy, @kiisercola"
Project Sekai,350,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@iloveivantillguyss, @Ayvwnn"
Project Sekai,351,0.0,5.0,1.0,6.0,16.67,83.33,0.0,2,maximus_scott,"@iron-plushy, @Whoareyou-q5k5u"
Project Sekai,352,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@NekohitaTenko, @lebro4401"
Project Sekai,353,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@AmericanGeotuber, @Just_Ivory_YT"
Project Sekai,354,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Foreverstalebread, @Kev1_2.0"
Project Sekai,355,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@ZEPH1X_seal, @Ph0sh_p3nt10us"
Project Sekai,356,0.0,3.0,1.0,4.0,25.0,75.0,0.0,2,,"@Star0415-jlcf, @SlyBlue13"
Project Sekai,357,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@littlejellyfisch, @autihrts"
Project Sekai,358,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@emmyrip8615, @Cupcakeilah"
Project Sekai,359,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@thulitesguide, @q_zollie"
Project Sekai,360,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@blot_dandyworld, @serialnumber_-Q5U4EX7YY2E9N-i"
Project Sekai,361,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,swastika,"@Officialy_veriny, @papper-d4w"
Project Sekai,362,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@Lunarspokesman49, @Alguienque_come_sanjacobo"
Project Sekai,363,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@jtorres2412, @user2525w5"
Project Sekai,364,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@spaghetti_2448, @janchristianursuaaguilar7434"
Project Sekai,365,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@pxffyu, @jellyisjolly"
Project Sekai,366,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ch_unknown-o5o, @Ganym"
Project Sekai,367,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@Nobody-NaDie-eSta-aQui, @Litleo276"
Project Sekai,368,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Ohiotaxeralpha, @Yoru143"
Project Sekai,369,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Editer4632, @amelodiahoy"
Project Sekai,370,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,"fight, want, want fight","@xandratobias3051, @trustme_fnaf"
Project Sekai,371,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@ItzSans-ru8qu, @NotBaconYTOffical"
Project Sekai,372,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,"idol, canonically, archer, buff, canonically buff, emu, fight, honami","@miyukiyu, @magneticlye"
Project Sekai,373,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ryuuta693, @is4r1ns"
Project Sekai,374,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@maxxamer, @DDDDDDDDDDDDDDDDDD-w2f"
Project Sekai,375,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@im_silly-33, @aphiosey4555"
Project Sekai,376,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,,"@qxiiaw2541, @50BucksAndaLighter"
Project Sekai,377,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@albertigor1890, @DetergentDrinker"
Project Sekai,378,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@Kaito愛してる, @Tamonfan69"
Project Sekai,379,2.0,2.0,0.0,4.0,0.0,50.0,50.0,2,,"@OfficialCosmoChannel, @TheCelestialRealmsss"
Project Sekai,380,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@コメントする米, @なんこつ-q4b"
Project Sekai,381,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@A33y_th3Sq0IdMmM2, @柚紀高橋-X13"
Project Sekai,382,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@JayveeJarin, @sazanka2898"
Project Sekai,383,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@maebhthewanker, @ticklemypickle36"
Project Sekai,384,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,,"@OHNOdeathAngel, @Zzz_bunn3"
Project Sekai,385,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@v3nc0r3, @Ace_San2"
Project Sekai,386,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@25_Hrtz, @LeoMayM"
Project Sekai,387,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@J4zsh3l, @julianna.-."
Project Sekai,388,1.0,0.0,2.0,3.0,66.67,0.0,33.33,2,"brand, mind, mind brand","@noturgx, @plushyslushyy"
Project Sekai,389,0.0,3.0,1.0,4.0,25.0,75.0,0.0,2,"event, pjsk","@somedummy349but-still-mari, @VIIIinfinity"
Project Sekai,390,4.0,2.0,0.0,6.0,0.0,33.33,66.67,2,"comment, fingers, like, make","@fabhasthetism_silly, @AuroraBorealis467"
Project Sekai,391,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@idkpearson46, @MONOCHROME-HUANG"
Project Sekai,392,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@gyaruk1tty, @Venosyaay"
Project Sekai,393,2.0,0.0,0.0,2.0,0.0,0.0,100.0,2,,"@I_isBored, @denpadenpadenpadenpa"
Project Sekai,394,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@Chaimelo, @gibberished"
Project Sekai,395,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@хутататата, @CharaYT2"
Project Sekai,396,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@that.lil-deer, @justbloodmoonforlife"
Project Sekai,397,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Yukk23-04, @Alphaismyname"
Project Sekai,398,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@itzc.aiisyn, @TsillyTsil"
Project Sekai,399,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@gerardolivan, @YuUs7"
Project Sekai,400,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Masha-m4a, @diaquallo"
Project Sekai,401,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@KUROMISJFJGIDJWJD, @jooobles"
Project Sekai,402,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Mizuro1011, @Reymaden1_8_5_7_0"
Project Sekai,403,2.0,0.0,1.0,3.0,33.33,0.0,66.67,2,"want hito, like, fr, fr like","@TheRealAkazadono, @sakuracherry-k2t"
Project Sekai,404,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@gengen-o7l, @C0LD_HAND5"
Project Sekai,405,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@hikmet1289, @weakheartlacy"
Project Sekai,406,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@girljellyfish, @keitotennafan33"
